Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Weather_Condition,Weather_Condition
90.0,27.0,29.94,10.0,9,9
60.0,53.0,29.78,10.0,51,51
87.1,6.0,29.99,10.0,4,4
72.0,61.0,29.53,10.0,9,9
48.0,57.0,30.04,10.0,56,56
37.4,53.0,30.12,10.0,4,4
62.1,15.0,30.12,7.0,4,4
48.0,14.0,30.11,10.0,56,56
80.0,47.0,30.15,10.0,57,57
64.0,68.0,28.7,3.0,17,17
11.0,77.0,29.03,10.0,51,51
93.0,54.0,29.15,10.0,51,51
65.0,50.0,30.1,10.0,9,9
66.0,21.0,28.95,10.0,9,9
33.0,85.0,29.46,10.0,44,44
16.0,77.0,30.65,10.0,54,54
57.0,89.0,29.43,10.0,5,5
77.0,88.0,30.04,10.0,4,4
95.0,44.0,29.38,10.0,56,56
76.0,91.0,29.85,8.0,37,37
75.0,51.0,28.93,10.0,51,51
63.0,70.0,29.98,10.0,51,51
60.0,64.0,29.89,10.0,51,51
64.9,68.0,29.83,10.0,4,4
63.0,60.0,30.21,10.0,56,56
91.0,46.0,29.32,7.0,9,9
68.0,18.0,30.02,10.0,54,54
80.0,38.0,29.81,10.0,9,9
61.0,72.0,29.47,10.0,9,9
53.0,89.0,28.99,3.0,5,5
27.0,58.0,30.12,10.0,64,64
64.0,67.0,29.86,10.0,84,84
87.1,67.0,30.0,10.0,64,64
39.0,82.0,29.78,10.0,51,51
66.0,93.0,28.82,3.0,5,5
39.2,56.0,30.17,10.0,4,4
44.6,61.0,30.09,10.0,51,51
97.0,14.0,28.51,10.0,51,51
58.0,90.0,29.95,10.0,9,9
50.0,43.0,30.05,10.0,54,54
57.0,83.0,30.23,10.0,51,51
55.0,88.0,29.83,3.0,59,59
68.0,94.0,28.63,5.0,6,6
50.0,63.0,30.03,10.0,4,4
82.4,70.0,29.97,9.0,51,51
41.0,57.0,29.22,10.0,9,9
75.0,31.0,29.8,10.0,9,9
72.0,55.0,28.96,10.0,9,9
66.0,94.0,29.56,7.0,5,5
78.0,62.0,30.15,10.0,56,56
88.0,10.0,28.62,10.0,9,9
64.0,93.0,30.0,8.0,54,54
71.1,38.0,29.82,10.0,64,64
35.0,31.0,30.14,10.0,9,9
59.0,94.0,29.72,9.0,51,51
67.0,66.0,29.56,10.0,5,5
57.0,77.0,30.0,10.0,9,9
30.0,93.0,30.14,10.0,5,5
75.0,87.0,29.84,10.0,51,51
72.1,83.0,30.22,2.5,54,54
86.0,59.0,30.01,10.0,51,51
44.0,86.0,25.03,10.0,37,37
64.0,96.0,30.12,10.0,4,4
50.0,54.0,30.4,10.0,4,4
43.0,42.0,29.14,10.0,9,9
23.0,81.0,30.13,10.0,4,4
86.0,74.0,29.9,10.0,37,37
39.0,55.0,30.11,10.0,5,5
57.0,96.0,29.47,10.0,5,5
91.0,52.0,29.92,10.0,51,51
45.0,90.0,29.92,6.0,9,9
86.0,65.0,29.89,10.0,78,78
78.0,76.0,29.82,10.0,9,9
62.0,84.0,29.87,10.0,9,9
46.0,87.0,29.73,10.0,9,9
65.0,84.0,29.14,10.0,5,5
10.9,88.0,30.39,9.0,44,44
73.0,90.0,29.1,4.0,42,42
35.0,66.0,24.08,10.0,51,51
85.0,77.0,30.06,10.0,51,51
87.8,66.0,30.03,10.0,51,51
32.0,93.0,29.79,1.5,54,54
35.1,82.0,30.34,5.0,17,17
91.9,52.0,29.99,10.0,51,51
70.0,68.0,29.18,10.0,10,10
42.1,70.0,29.48,10.0,37,37
75.0,54.0,29.58,10.0,9,9
72.0,37.0,29.46,10.0,56,56
41.0,93.0,29.74,2.5,37,37
62.0,39.0,30.04,10.0,9,9
35.1,52.0,30.19,10.0,54,54
76.0,79.0,29.67,10.0,9,9
53.6,82.0,30.15,10.0,51,51
32.0,100.0,30.25,10.0,54,54
55.0,45.0,30.28,10.0,9,9
71.0,36.0,25.88,10.0,9,9
65.0,87.0,29.68,10.0,5,5
59.2,43.0,30.24,10.0,4,4
38.0,79.0,29.37,10.0,9,9
50.0,86.0,29.01,10.0,37,37
65.0,44.0,29.86,10.0,9,9
56.0,27.0,27.33,10.0,9,9
58.0,65.0,30.05,10.0,9,9
57.0,36.0,29.29,10.0,10,10
46.0,79.0,29.05,10.0,9,9
50.0,54.0,29.35,10.0,51,51
29.0,85.0,30.12,10.0,9,9
71.0,66.0,29.97,10.0,9,9
36.0,87.0,29.01,10.0,5,5
39.0,55.0,28.69,10.0,5,5
30.9,54.0,30.22,8.0,4,4
58.0,16.0,27.16,10.0,9,9
88.0,20.0,30.01,10.0,9,9
57.0,59.0,29.89,10.0,9,9
66.0,40.0,29.98,10.0,9,9
81.9,35.0,30.06,10.0,56,56
41.0,100.0,29.86,4.0,5,5
51.0,66.0,29.42,10.0,9,9
51.0,80.0,27.34,7.0,37,37
66.0,50.0,30.11,10.0,9,9
53.0,17.0,23.35,10.0,9,9
79.0,58.0,30.03,10.0,9,9
44.0,89.0,29.6,10.0,51,51
34.0,87.0,29.68,5.0,44,44
66.0,88.0,29.16,10.0,9,9
89.6,40.0,29.88,10.0,4,4
38.0,97.0,29.36,2.0,20,20
52.7,64.0,29.9,10.0,4,4
32.0,96.0,29.38,5.0,86,86
52.0,82.0,28.94,8.0,37,37
55.0,45.0,29.71,10.0,9,9
80.1,71.0,29.83,10.0,54,54
66.0,32.0,28.91,10.0,9,9
76.0,62.0,29.65,10.0,9,9
82.0,74.0,29.81,10.0,9,9
53.0,86.0,30.09,10.0,9,9
92.0,62.0,29.88,10.0,9,9
70.0,47.0,29.33,10.0,9,9
69.1,31.0,30.12,10.0,4,4
74.3,75.0,29.88,10.0,54,54
81.0,39.0,29.61,10.0,9,9
72.0,38.0,29.95,10.0,56,56
84.0,44.0,29.92,10.0,64,64
73.0,100.0,29.92,10.0,4,4
80.0,56.0,28.74,10.0,51,51
-0.9,60.0,30.22,10.0,4,4
57.0,67.0,29.63,10.0,9,9
58.0,75.0,29.71,10.0,51,51
55.4,94.0,29.72,10.0,37,37
56.0,87.0,30.01,10.0,9,9
54.0,90.0,29.43,10.0,9,9
61.0,82.0,28.71,3.0,5,5
73.0,94.0,30.02,10.0,9,9
71.6,94.0,29.93,7.0,54,54
70.0,30.0,29.08,10.0,9,9
72.0,24.0,29.71,10.0,51,51
70.0,42.0,29.52,10.0,9,9
64.9,93.0,29.97,10.0,4,4
63.0,29.0,24.89,10.0,9,9
75.0,76.0,30.0,10.0,37,37
80.0,42.0,29.64,10.0,9,9
82.0,44.0,29.74,9.0,4,4
73.0,93.0,29.98,10.0,64,64
84.0,76.0,30.05,7.0,56,56
49.0,93.0,29.96,0.25,11,11
77.0,71.0,29.84,6.0,42,42
56.0,84.0,29.23,10.0,56,56
72.0,84.0,30.1,10.0,9,9
48.9,43.0,30.22,10.0,56,56
36.0,62.0,29.06,10.0,9,9
75.0,57.0,30.32,10.0,56,56
81.7,29.0,30.0,10.0,64,64
91.4,49.0,30.06,10.0,82,82
43.0,47.0,28.77,10.0,5,5
86.0,57.0,29.82,10.0,56,56
52.0,100.0,29.69,10.0,9,9
53.1,74.0,29.97,10.0,51,51
70.0,47.0,24.03,10.0,9,9
71.0,66.0,29.91,10.0,9,9
43.0,97.0,29.87,3.0,59,59
73.0,48.0,28.91,10.0,9,9
73.0,34.0,29.71,10.0,64,64
66.0,25.0,29.28,10.0,9,9
69.8,68.0,30.05,10.0,51,51
54.0,97.0,29.13,0.25,11,11
67.0,93.0,30.05,10.0,9,9
79.0,66.0,29.16,10.0,51,51
41.0,45.0,24.92,10.0,9,9
86.0,48.0,29.9,10.0,4,4
61.0,100.0,29.85,0.5,11,11
80.0,85.0,29.93,2.0,21,21
68.0,94.0,30.01,7.0,54,54
52.0,88.0,29.79,9.0,9,9
43.0,80.0,29.32,8.0,5,5
79.0,65.0,29.68,10.0,51,51
72.0,20.0,28.63,10.0,9,9
76.0,58.0,30.08,10.0,9,9
75.0,73.0,30.08,10.0,9,9
30.0,85.0,29.01,10.0,5,5
66.9,90.0,30.06,3.0,54,54
71.1,57.0,30.01,8.0,4,4
38.0,93.0,30.37,9.0,9,9
56.0,92.0,29.01,10.0,51,51
28.9,69.0,30.17,10.0,54,54
34.0,89.0,30.12,10.0,51,51
54.0,66.0,30.04,10.0,51,51
72.0,87.0,29.99,10.0,51,51
73.0,90.0,30.1,10.0,9,9
107.0,20.0,29.84,3.0,69,69
49.0,71.0,29.63,6.0,17,17
75.0,48.0,29.96,10.0,4,4
77.0,45.0,29.45,10.0,9,9
74.0,93.0,29.81,1.0,24,24
32.0,88.0,30.17,4.0,54,54
72.0,35.0,29.33,13.0,9,9
108.0,19.0,28.65,10.0,9,9
84.2,40.0,30.1,10.0,4,4
55.0,94.0,29.88,1.0,11,11
56.0,93.0,29.94,10.0,57,57
67.0,51.0,29.04,10.0,9,9
84.9,59.0,29.81,9.0,51,51
82.0,74.0,29.87,10.0,51,51
64.0,23.0,29.29,10.0,5,5
43.0,97.0,30.11,10.0,51,51
75.9,48.0,29.91,10.0,4,4
25.0,88.0,29.62,5.0,9,9
42.1,85.0,29.97,8.0,37,37
77.0,16.0,30.19,10.0,4,4
82.0,82.0,30.08,10.0,9,9
66.0,37.0,30.24,10.0,64,64
48.0,77.0,29.07,10.0,37,37
61.0,39.0,30.13,10.0,9,9
92.0,47.0,29.4,10.0,56,56
75.0,29.0,29.96,10.0,9,9
79.0,50.0,30.15,10.0,56,56
29.0,78.0,28.46,10.0,5,5
80.1,81.0,29.89,10.0,51,51
65.0,90.0,29.54,10.0,84,84
77.0,96.0,29.97,7.0,42,42
49.0,80.0,29.8,10.0,37,37
59.0,48.0,30.01,10.0,56,56
43.0,56.0,29.7,10.0,9,9
84.0,70.0,29.97,10.0,9,9
6.1,67.0,30.44,10.0,51,51
19.0,33.0,30.32,10.0,4,4
56.0,72.0,29.8,10.0,9,9
64.0,67.0,29.86,10.0,84,84
53.1,61.0,30.05,10.0,4,4
64.9,58.0,30.03,10.0,4,4
61.0,54.0,29.99,10.0,56,56
64.0,100.0,28.31,0.75,59,59
44.0,76.0,29.77,10.0,9,9
44.1,85.0,29.86,10.0,4,4
59.0,93.0,28.81,9.0,5,5
64.0,67.0,29.86,10.0,84,84
78.0,64.0,30.19,10.0,9,9
64.9,87.0,30.13,10.0,51,51
26.4,48.0,30.47,10.0,4,4
64.0,70.0,29.92,10.0,37,37
90.0,23.0,29.94,10.0,64,64
86.0,51.0,29.98,10.0,51,51
83.0,67.0,29.24,10.0,51,51
82.0,65.0,29.95,10.0,51,51
48.0,56.0,29.95,10.0,9,9
6.0,67.0,29.1,10.0,9,9
69.0,39.0,29.93,10.0,56,56
49.0,71.0,30.16,10.0,9,9
75.0,19.0,28.72,10.0,56,56
72.0,68.0,30.19,10.0,64,64
72.0,97.0,30.1,5.0,54,54
77.0,84.0,29.92,10.0,37,37
74.0,62.0,29.38,10.0,56,56
74.0,82.0,27.16,10.0,56,56
73.0,96.0,29.87,7.0,37,37
75.0,96.0,29.34,3.0,37,37
75.0,90.0,29.99,10.0,5,5
62.0,96.0,29.75,2.0,11,11
66.0,33.0,29.8,10.0,9,9
79.0,47.0,29.6,10.0,9,9
62.6,77.0,30.1,10.0,4,4
39.0,76.0,28.62,10.0,5,5
70.0,63.0,30.05,10.0,51,51
63.0,38.0,29.95,10.0,51,51
71.0,34.0,29.96,10.0,9,9
62.0,50.0,29.08,10.0,51,51
53.0,96.0,29.89,10.0,9,9
57.9,41.0,29.96,10.0,64,64
91.0,38.0,29.15,10.0,9,9
85.0,72.0,30.08,10.0,51,51
18.0,52.0,29.2,10.0,9,9
40.0,93.0,30.34,0.25,11,11
65.0,100.0,30.01,9.0,37,37
61.0,96.0,29.6,10.0,9,9
76.6,24.0,29.88,10.0,64,64
75.0,79.0,30.08,10.0,9,9
48.0,46.0,30.16,10.0,9,9
24.1,65.0,30.36,10.0,4,4
88.0,59.0,30.04,10.0,4,4
64.0,67.0,30.03,10.0,4,4
89.0,53.0,28.73,10.0,9,9
84.0,76.0,29.97,1.0,20,20
74.7,59.0,30.02,10.0,64,64
62.0,53.0,30.06,10.0,9,9
42.0,55.0,27.72,10.0,9,9
49.0,83.0,28.2,8.0,5,5
66.0,24.0,29.99,10.0,4,4
77.0,62.0,29.23,10.0,5,5
55.0,64.0,30.05,10.0,51,51
84.0,35.0,29.97,10.0,64,64
80.0,34.0,29.82,10.0,51,51
69.0,45.0,29.9,10.0,9,9
60.0,96.0,29.8,10.0,51,51
53.0,93.0,29.17,10.0,37,37
29.0,69.0,29.74,7.0,9,9
19.0,50.0,30.08,10.0,9,9
61.0,46.0,29.73,10.0,51,51
64.0,29.0,29.33,10.0,9,9
73.9,35.0,30.11,10.0,4,4
67.0,47.0,25.61,10.0,9,9
56.0,93.0,29.13,4.0,37,37
60.0,69.0,30.0,10.0,5,5
81.0,52.0,29.93,10.0,51,51
72.0,57.0,29.35,10.0,51,51
67.0,68.0,29.9,10.0,9,9
48.0,54.0,29.21,10.0,9,9
67.0,100.0,30.05,10.0,9,9
36.0,93.0,25.03,10.0,37,37
74.0,67.0,29.75,10.0,9,9
51.8,30.0,30.11,10.0,4,4
59.0,48.0,29.92,10.0,5,5
23.0,74.0,29.8,7.0,44,44
39.9,97.0,29.97,10.0,64,64
73.0,90.0,28.55,10.0,37,37
46.0,100.0,28.18,10.0,5,5
19.0,88.0,22.73,4.0,44,44
46.9,97.0,29.87,10.0,54,54
53.6,44.0,30.01,10.0,4,4
69.1,54.0,30.52,10.0,4,4
86.0,55.0,29.28,10.0,9,9
46.0,93.0,29.06,10.0,9,9
70.0,57.0,29.89,10.0,54,54
33.1,96.0,29.83,10.0,84,84
84.9,59.0,29.81,10.0,4,4
62.1,93.0,30.19,4.0,54,54
48.0,66.0,30.21,10.0,54,54
64.0,67.0,29.86,10.0,84,84
81.0,51.0,29.97,10.0,9,9
36.0,97.0,29.9,10.0,9,9
39.0,42.0,29.57,10.0,9,9
29.0,82.0,28.77,0.5,71,71
70.0,78.0,30.08,10.0,4,4
84.0,44.0,29.79,10.0,9,9
83.0,69.0,29.38,1.0,37,37
38.0,57.0,29.94,10.0,9,9
87.8,33.0,29.92,10.0,4,4
64.0,50.0,29.68,10.0,9,9
48.9,71.0,30.29,10.0,4,4
77.0,83.0,29.74,4.0,37,37
77.0,90.0,30.01,4.0,24,24
81.0,50.0,30.0,10.0,56,56
75.0,82.0,30.0,10.0,9,9
28.9,89.0,29.94,2.5,44,44
45.0,93.0,29.35,10.0,37,37
66.2,88.0,29.91,10.0,56,56
45.0,55.0,28.93,10.0,9,9
84.9,77.0,30.12,10.0,56,56
81.0,20.0,25.95,10.0,9,9
45.0,90.0,30.23,10.0,9,9
88.0,48.0,29.01,10.0,9,9
75.9,79.0,29.8,10.0,56,56
39.0,79.0,30.11,10.0,54,54
81.3,65.0,30.24,10.0,4,4
52.0,50.0,28.72,10.0,51,51
78.1,87.0,30.0,10.0,51,51
78.0,66.0,30.0,10.0,5,5
68.0,49.0,30.14,10.0,4,4
66.9,87.0,29.7,10.0,54,54
75.0,64.0,29.88,10.0,9,9
79.0,74.0,29.25,10.0,51,51
63.0,82.0,29.67,10.0,5,5
92.0,59.0,29.51,10.0,51,51
90.0,59.0,30.06,10.0,56,56
81.0,34.0,29.52,10.0,56,56
50.0,44.0,29.83,10.0,9,9
64.0,67.0,29.86,10.0,84,84
48.0,46.0,29.49,10.0,9,9
54.0,67.0,29.78,10.0,9,9
71.0,81.0,29.95,10.0,9,9
78.0,76.0,30.07,10.0,9,9
55.0,29.0,29.96,10.0,4,4
61.0,90.0,30.03,10.0,64,64
28.9,64.0,30.35,10.0,54,54
75.0,78.0,29.29,10.0,51,51
46.0,55.0,30.25,10.0,5,5
39.0,65.0,30.27,10.0,4,4
51.0,89.0,29.62,9.0,5,5
91.0,66.0,29.79,10.0,78,78
55.0,72.0,29.02,10.0,9,9
57.2,100.0,29.94,0.2,54,54
63.0,63.0,29.93,10.0,56,56
64.0,67.0,29.86,10.0,84,84
43.0,100.0,28.4,0.25,37,37
27.0,56.0,25.75,10.0,9,9
-2.0,57.0,29.34,10.0,9,9
67.0,42.0,29.92,10.0,9,9
69.8,25.0,30.06,10.0,4,4
51.1,96.0,29.97,10.0,54,54
32.0,42.0,30.56,10.0,56,56
77.0,83.0,30.02,7.0,54,54
53.0,59.0,29.44,10.0,5,5
61.0,81.0,29.48,10.0,9,9
57.0,17.0,24.56,10.0,9,9
62.0,72.0,29.36,10.0,5,5
54.0,70.0,30.12,10.0,9,9
77.0,56.0,29.2,10.0,5,5
82.4,79.0,30.04,10.0,54,54
80.0,71.0,29.37,10.0,51,51
66.0,93.0,30.04,10.0,54,54
30.0,38.0,29.37,10.0,9,9
97.0,37.0,29.94,10.0,56,56
36.0,95.0,29.91,10.0,64,64
68.0,30.0,28.95,10.0,9,9
95.2,25.0,30.04,10.0,4,4
90.0,48.0,29.8,10.0,56,56
74.0,57.0,29.9,10.0,9,9
86.0,59.0,30.18,10.0,4,4
27.0,72.0,29.37,10.0,86,86
66.9,90.0,29.93,10.0,4,4
36.0,73.0,30.15,10.0,4,4
44.0,82.0,30.14,10.0,51,51
55.0,96.0,29.99,10.0,5,5
77.0,54.0,29.87,10.0,4,4
59.0,53.0,30.09,10.0,9,9
62.6,30.0,29.93,10.0,64,64
55.9,97.0,29.95,10.0,54,54
63.0,52.0,30.17,10.0,4,4
52.0,93.0,28.81,10.0,5,5
54.0,62.0,30.02,10.0,9,9
57.0,100.0,29.08,1.0,20,20
40.0,89.0,30.26,10.0,51,51
70.0,44.0,29.81,10.0,51,51
53.0,77.0,29.43,10.0,5,5
88.0,48.0,29.93,10.0,9,9
61.0,45.0,29.87,1.0,17,17
72.0,30.0,30.04,10.0,9,9
77.0,48.0,30.06,10.0,54,54
79.0,40.0,29.63,10.0,9,9
64.0,67.0,27.24,10.0,9,9
47.0,86.0,30.01,6.0,59,59
88.0,59.0,30.02,10.0,56,56
69.8,68.0,30.01,10.0,64,64
79.0,84.0,30.04,10.0,4,4
81.0,44.0,29.83,10.0,51,51
80.4,84.0,29.89,10.0,4,4
91.0,21.0,29.76,5.0,9,9
59.0,96.0,29.82,10.0,54,54
60.0,83.0,29.3,9.0,37,37
23.0,60.0,30.05,10.0,4,4
71.0,73.0,29.65,10.0,51,51
50.0,71.0,29.59,10.0,5,5
38.0,60.0,29.73,10.0,9,9
26.4,78.0,29.98,10.0,64,64
82.0,100.0,29.99,10.0,5,5
41.0,93.0,30.43,10.0,51,51
78.0,56.0,29.06,10.0,9,9
80.6,65.0,29.91,10.0,56,56
54.0,99.0,29.75,10.0,9,9
36.0,44.0,30.57,10.0,84,84
43.0,71.0,29.19,10.0,56,56
74.0,62.0,28.97,10.0,9,9
15.0,59.0,29.87,10.0,9,9
79.0,82.0,29.95,10.0,37,37
74.0,68.0,29.15,10.0,56,56
87.0,61.0,29.71,10.0,9,9
48.0,93.0,25.51,10.0,9,9
46.9,25.0,30.22,10.0,4,4
78.1,62.0,29.95,10.0,51,51
88.0,18.0,28.19,9.0,9,9
48.0,81.0,29.49,10.0,6,6
63.0,25.0,28.65,10.0,9,9
55.0,77.0,29.89,10.0,51,51
83.0,54.0,30.01,10.0,51,51
37.0,34.0,30.42,10.0,9,9
62.1,41.0,30.23,10.0,56,56
46.0,76.0,30.07,10.0,9,9
64.0,25.0,29.82,10.0,9,9
54.0,26.0,29.4,10.0,9,9
50.0,93.0,30.14,10.0,9,9
64.0,67.0,27.07,10.0,9,9
80.0,35.0,29.78,10.0,9,9
77.0,37.0,30.02,10.0,9,9
22.0,65.0,29.51,10.0,5,5
40.0,77.0,29.31,10.0,5,5
44.0,71.0,30.13,10.0,5,5
51.0,67.0,29.84,7.0,37,37
50.0,83.0,30.21,10.0,9,9
58.0,100.0,29.64,10.0,5,5
52.0,63.0,30.48,10.0,4,4
51.0,56.0,29.86,10.0,10,10
76.0,82.0,29.97,10.0,9,9
50.0,89.0,30.12,7.0,54,54
28.0,88.0,25.84,2.0,44,44
52.0,88.0,29.61,10.0,5,5
50.0,100.0,29.61,3.0,37,37
85.0,59.0,29.48,10.0,9,9
30.0,88.0,30.38,8.0,5,5
79.0,19.0,29.51,6.0,17,17
84.0,17.0,28.65,10.0,9,9
55.0,96.0,26.15,0.5,11,11
79.0,100.0,29.79,10.0,5,5
57.0,100.0,29.04,1.0,11,11
64.4,88.0,29.65,7.0,37,37
59.0,81.0,29.24,10.0,5,5
79.0,45.0,29.66,10.0,9,9
67.0,31.0,28.95,10.0,9,9
12.9,71.0,30.22,9.0,4,4
75.0,82.0,29.46,10.0,51,51
64.0,75.0,29.81,10.0,9,9
69.0,73.0,29.38,10.0,9,9
70.0,39.0,29.56,10.0,56,56
61.0,88.0,30.06,4.0,17,17
62.6,55.0,30.08,7.0,64,64
84.9,28.0,29.93,10.0,4,4
69.1,93.0,29.94,8.0,51,51
66.0,56.0,28.54,10.0,9,9
65.0,97.0,29.65,8.0,9,9
55.0,69.0,29.9,10.0,5,5
44.1,82.0,30.35,10.0,37,37
59.0,77.0,29.9,10.0,51,51
93.0,47.0,30.05,10.0,9,9
77.0,71.0,28.9,10.0,51,51
49.0,35.0,28.89,10.0,9,9
55.0,100.0,29.49,3.0,5,5
27.0,51.0,30.6,10.0,51,51
64.0,67.0,29.86,0.75,9,9
54.0,83.0,29.3,10.0,51,51
47.0,66.0,30.31,10.0,9,9
68.0,37.0,28.55,10.0,9,9
65.0,63.0,29.55,10.0,9,9
42.8,81.0,29.94,10.0,51,51
64.0,37.0,29.0,10.0,9,9
46.0,40.0,29.82,10.0,9,9
62.1,72.0,29.76,10.0,54,54
69.0,24.0,24.35,10.0,56,56
75.0,51.0,29.8,10.0,9,9
73.0,59.0,30.25,10.0,64,64
34.0,89.0,25.54,2.0,44,44
59.0,55.0,29.66,10.0,51,51
64.9,48.0,30.07,10.0,51,51
77.0,74.0,29.9,10.0,9,9
75.9,38.0,29.99,10.0,4,4
67.0,49.0,30.07,10.0,51,51
55.0,33.0,29.27,10.0,9,9
52.0,80.0,29.94,10.0,9,9
58.0,70.0,29.44,10.0,56,56
59.0,63.0,28.75,6.0,17,17
34.0,41.0,28.71,10.0,5,5
33.0,72.0,27.6,1.0,44,44
55.0,74.0,29.97,10.0,51,51
87.0,33.0,29.05,10.0,9,9
73.4,78.0,30.09,10.0,54,54
66.9,90.0,30.0,3.0,20,20
44.1,51.0,30.46,10.0,4,4
77.0,66.0,30.29,10.0,9,9
85.0,34.0,30.05,10.0,9,9
37.0,100.0,29.82,0.2,11,11
68.0,78.0,29.67,10.0,9,9
73.9,8.0,30.25,10.0,4,4
80.1,85.0,30.09,10.0,64,64
79.0,48.0,25.82,10.0,51,51
68.0,49.0,30.04,10.0,54,54
72.0,55.0,29.97,10.0,51,51
75.0,48.0,30.13,10.0,9,9
84.0,72.0,29.92,10.0,51,51
42.1,58.0,30.54,10.0,4,4
84.0,41.0,29.69,10.0,9,9
54.0,47.0,30.14,10.0,5,5
38.0,100.0,29.19,5.0,5,5
59.0,62.0,29.28,10.0,9,9
1.0,85.0,28.85,4.0,5,5
75.9,52.0,29.7,10.0,4,4
59.0,90.0,29.71,1.0,11,11
60.1,60.0,30.32,10.0,4,4
33.0,92.0,29.69,10.0,9,9
58.0,87.0,29.64,7.0,5,5
19.0,96.0,29.57,0.8,44,44
68.0,94.0,29.68,0.5,54,54
38.0,48.0,29.98,10.0,5,5
73.9,57.0,30.06,10.0,64,64
68.0,78.0,29.43,10.0,5,5
61.0,100.0,30.19,3.0,76,76
82.0,39.0,29.75,10.0,56,56
62.6,34.0,30.05,10.0,51,51
77.0,44.0,30.04,10.0,4,4
88.0,43.0,29.88,10.0,51,51
42.0,67.0,30.04,10.0,9,9
59.0,87.0,29.89,8.0,54,54
16.0,84.0,29.92,3.0,44,44
20.0,85.0,25.85,6.0,6,6
71.0,78.0,30.27,10.0,9,9
86.0,44.0,29.85,10.0,64,64
69.0,69.0,28.72,10.0,56,56
48.0,88.0,29.94,10.0,9,9
83.0,54.0,29.92,10.0,9,9
35.0,64.0,29.83,10.0,9,9
72.0,66.0,29.97,9.0,9,9
82.9,60.0,29.99,10.0,56,56
55.9,77.0,29.46,10.0,37,37
53.0,52.0,30.3,10.0,9,9
63.0,30.0,30.48,10.0,9,9
77.0,64.0,29.36,10.0,51,51
55.0,23.0,29.04,10.0,9,9
57.0,94.0,30.2,10.0,5,5
66.0,68.0,29.82,10.0,56,56
63.0,27.0,29.65,10.0,9,9
85.0,46.0,29.75,10.0,51,51
59.0,28.0,30.34,10.0,9,9
20.0,66.0,28.67,10.0,51,51
61.0,81.0,29.91,9.0,4,4
64.0,67.0,29.86,10.0,84,84
20.0,78.0,29.25,10.0,5,5
37.9,33.0,30.17,10.0,4,4
86.0,55.0,29.99,10.0,9,9
62.1,56.0,29.75,10.0,51,51
68.0,22.0,29.72,10.0,9,9
89.1,59.0,30.06,10.0,64,64
78.0,79.0,29.23,10.0,42,42
44.1,89.0,30.19,7.0,37,37
49.0,41.0,28.98,10.0,56,56
52.0,93.0,29.95,3.0,37,37
80.0,64.0,29.07,10.0,9,9
40.0,72.0,25.53,10.0,9,9
67.0,59.0,29.75,10.0,9,9
89.0,32.0,30.06,10.0,9,9
74.0,85.0,29.06,10.0,51,51
23.0,50.0,30.38,10.0,54,54
78.0,32.0,29.06,10.0,9,9
30.0,85.0,30.25,10.0,4,4
33.0,85.0,24.35,10.0,9,9
33.0,72.0,29.94,10.0,5,5
66.0,81.0,30.16,10.0,54,54
82.0,74.0,28.93,6.0,17,17
59.0,67.0,29.93,10.0,9,9
81.0,85.0,30.01,10.0,64,64
51.0,61.0,27.65,10.0,5,5
55.0,69.0,30.14,10.0,9,9
53.0,59.0,29.98,10.0,9,9
40.0,86.0,25.77,10.0,5,5
57.9,90.0,29.96,10.0,54,54
46.0,81.0,29.86,10.0,9,9
64.0,93.0,27.81,7.0,59,59
73.4,22.0,29.92,10.0,54,54
81.0,47.0,29.08,10.0,9,9
45.0,61.0,29.34,10.0,9,9
75.9,85.0,29.93,10.0,56,56
72.0,66.0,29.36,10.0,9,9
64.0,67.0,29.86,10.0,84,84
68.0,83.0,29.21,10.0,5,5
73.0,96.0,29.74,0.25,11,11
74.0,85.0,30.02,10.0,5,5
66.0,68.0,29.7,10.0,9,9
86.0,40.0,28.97,10.0,56,56
65.0,45.0,28.71,10.0,37,37
73.9,66.0,30.23,9.0,51,51
62.1,32.0,30.55,10.0,51,51
86.0,58.0,29.08,7.0,56,56
93.0,42.0,29.95,10.0,56,56
51.0,86.0,30.02,5.0,9,9
74.0,27.0,29.39,10.0,9,9
38.0,89.0,24.34,3.0,20,20
35.6,100.0,30.2,3.0,4,4
75.0,60.0,29.58,10.0,9,9
87.1,69.0,30.12,10.0,64,64
69.0,93.0,29.94,10.0,9,9
61.0,54.0,29.78,10.0,51,51
66.9,90.0,29.75,10.0,37,37
62.1,86.0,30.06,9.0,4,4
35.0,96.0,29.45,10.0,5,5
85.0,59.0,29.94,10.0,9,9
30.0,61.0,29.78,10.0,5,5
70.0,78.0,29.05,10.0,51,51
85.0,43.0,29.85,10.0,9,9
80.6,74.0,29.82,10.0,4,4
75.0,48.0,30.01,10.0,4,4
26.0,71.0,25.97,10.0,9,9
43.0,51.0,29.11,10.0,5,5
58.0,70.0,30.21,10.0,56,56
81.0,67.0,30.05,10.0,56,56
57.0,59.0,29.72,10.0,51,51
64.0,84.0,30.02,10.0,9,9
80.0,39.0,29.93,10.0,9,9
52.0,89.0,29.39,3.0,5,5
78.8,81.0,30.03,10.0,54,54
61.0,83.0,29.19,10.0,51,51
59.0,87.0,30.01,10.0,9,9
65.0,65.0,30.36,10.0,9,9
75.9,82.0,29.96,10.0,54,54
